GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017,H76001,H76002,H76003,H76004,H76005,H76006,H76007,H76008,H76009,H76010,H76011,H76012,H76013,H76014,H76015,H76016,H76017,H76018,H76019,H76020,H76021,H76022,H76023,H76024,H76025,H76026,H76027,H76028,H76029,H76030,H76031,H76032,H76033,H76034,H76035,H76036,H76037,H76038,H76039,H76040,H76041,H76042,H76043,H76044,H76045,H76046,H76047,H76048,H76049
"G20017300055013","2010","2","4","Kansas","20","Sedgwick County","173",,,"005501","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,879,879,879,879,0,0,0,879,846,810,1,12,5,0,0,18,33,24,0,1,0,0,6,2,879,426,19,25,36,24,14,10,2,6,15,14,21,34,32,47,43,10,15,12,9,20,8,6,4,453,17,21,46,30,12,2,6,12,14,23,24,37,34,44,38,15,14,12,11,18,11,8,4
"G20017300055014","2010","2","4","Kansas","20","Sedgwick County","173",,,"005501","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,843,843,843,843,0,0,0,843,799,738,5,18,7,0,2,29,44,23,1,3,0,0,10,7,843,416,31,36,31,13,15,6,5,22,39,27,28,20,23,30,19,5,8,8,10,9,14,10,7,427,38,32,39,17,14,2,3,23,36,22,33,19,30,26,21,3,12,15,8,12,13,6,3
"G20017300055021","2010","2","4","Kansas","20","Sedgwick County","173",,,"005502","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,2210,2210,2210,2210,0,0,0,2210,2124,2015,15,11,9,0,0,74,86,59,0,0,0,0,20,7,2210,1067,75,86,86,74,38,13,14,41,67,69,64,57,79,77,53,14,31,19,14,38,34,13,11,1143,84,89,81,62,29,11,16,31,77,73,76,68,85,80,54,21,34,17,25,38,47,29,16
"G20017300055022","2010","2","4","Kansas","20","Sedgwick County","173",,,"005502","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,2127,2127,2127,2127,0,0,0,2127,2032,1913,20,13,16,1,0,69,95,56,1,4,2,0,20,12,2127,1030,99,101,101,42,31,15,10,38,77,92,78,69,67,56,47,20,21,6,14,18,15,8,5,1097,91,100,110,52,19,11,17,52,93,92,71,79,60,56,57,14,30,11,17,27,17,12,9
"G20017300055023","2010","2","4","Kansas","20","Sedgwick County","173",,,"005502","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1087,1087,1087,1087,0,0,0,1087,1064,1030,4,7,0,0,3,20,23,10,0,1,0,0,3,9,1087,541,51,49,31,29,15,5,8,26,39,32,44,29,35,33,29,11,6,8,14,18,16,11,2,546,50,46,38,21,19,7,9,20,53,28,27,37,25,35,21,9,17,5,11,28,17,16,7
"G20017300056001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005600","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,2366,2366,2366,2366,0,0,0,2366,2047,1736,107,40,50,11,0,103,319,130,3,14,4,5,151,12,2366,1203,113,107,95,45,26,16,15,48,97,78,83,72,89,90,64,27,24,23,21,27,26,6,11,1163,95,94,94,61,18,14,10,47,99,78,81,69,74,79,60,32,40,23,24,27,25,12,7
"G20017300056002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005600","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1391,1391,1349,1349,0,42,0,1391,1310,1239,13,7,15,2,0,34,81,37,2,0,0,4,18,20,1391,698,39,48,60,33,16,13,6,7,29,40,44,62,43,84,51,19,32,14,11,22,17,6,2,693,45,45,59,31,16,7,11,10,36,47,49,45,53,70,60,14,24,11,11,22,14,8,5
"G20017300056003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005600","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1262,1262,1262,1262,0,0,0,1262,1183,1089,20,21,7,0,0,46,79,31,0,1,1,0,30,16,1262,626,51,42,32,26,20,3,8,20,39,29,33,45,57,59,32,13,19,13,14,20,32,14,5,636,40,54,36,27,16,7,4,26,33,42,34,33,41,56,37,10,24,19,14,34,24,15,10
"G20017300057001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005700","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,858,858,858,858,0,0,0,858,710,561,50,7,57,0,7,28,148,81,3,2,0,0,52,10,858,449,42,30,35,17,10,7,6,18,38,34,20,23,38,33,32,7,14,6,2,14,6,4,13,409,23,32,35,22,14,2,3,15,33,37,22,22,24,32,25,11,19,5,4,6,9,8,6
"G20017300057002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005700","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,604,604,604,604,0,0,0,604,545,480,13,19,5,0,0,28,59,19,0,4,0,0,27,9,604,316,24,25,23,10,10,4,5,14,33,17,17,17,24,24,23,9,6,4,6,6,7,4,4,288,22,9,15,9,8,5,7,19,25,18,12,17,20,23,22,6,6,4,4,10,9,11,7
"G20017300057003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005700","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1735,1735,1735,1735,0,0,0,1735,1541,1181,60,12,230,0,3,55,194,106,3,12,1,0,62,10,1735,906,68,56,96,45,20,7,12,37,60,57,65,73,76,75,60,25,19,7,13,16,7,7,5,829,62,51,70,38,25,10,8,32,61,54,65,73,64,80,46,18,23,10,10,10,8,5,6
"G20017300057004","2010","2","4","Kansas","20","Sedgwick County","173",,,"005700","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1489,1489,1489,1489,0,0,0,1489,1348,1238,34,11,24,2,1,38,141,63,1,1,0,0,63,13,1489,740,70,55,43,31,12,6,13,37,73,67,46,39,39,55,44,19,20,11,9,18,21,10,2,749,78,61,61,19,29,12,11,27,51,67,48,31,41,55,38,19,20,7,18,29,8,7,12
"G20017300057005","2010","2","4","Kansas","20","Sedgwick County","173",,,"005700","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,1538,1538,1538,1538,0,0,0,1538,1370,1169,68,16,30,1,0,86,168,86,1,5,2,0,47,27,1538,767,74,70,42,29,18,11,11,29,73,53,55,37,49,52,53,13,10,16,13,21,15,15,8,771,86,62,40,21,15,12,9,35,76,55,39,41,49,52,53,15,26,13,9,22,17,14,10
"G20017300058001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005800","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1303,1303,1303,1303,0,0,0,1303,985,695,54,14,186,2,0,34,318,125,5,23,3,0,151,11,1303,668,78,54,57,28,19,7,6,40,43,41,45,42,45,45,46,15,12,6,8,11,8,7,5,635,69,60,53,22,31,9,7,33,46,42,34,36,29,38,44,12,13,10,8,8,14,15,2
"G20017300058002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005800","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1088,1088,1088,1088,0,0,0,1088,783,361,57,26,277,0,2,60,305,130,4,1,1,1,160,8,1088,551,85,52,47,25,13,10,6,21,43,47,37,32,27,30,20,9,11,7,9,7,8,2,3,537,59,52,48,22,21,3,8,30,59,43,31,29,24,26,34,4,11,5,7,9,6,3,3
"G20017300058003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005800","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1101,1101,1101,1101,0,0,0,1101,888,750,61,24,12,0,0,41,213,129,2,7,0,0,53,22,1101,546,71,52,41,26,13,9,6,20,44,45,25,41,33,32,30,9,20,7,8,4,4,4,2,555,63,52,27,19,20,7,7,38,54,34,26,28,40,49,33,12,14,6,2,9,8,3,4
"G20017300058004","2010","2","4","Kansas","20","Sedgwick County","173",,,"005800","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,912,912,910,910,0,2,0,912,825,732,20,31,6,3,3,30,87,59,0,5,0,0,22,1,912,464,41,32,35,27,8,6,4,13,31,37,27,23,35,34,34,11,9,12,14,15,9,4,3,448,34,30,32,14,7,3,5,23,30,40,23,19,34,30,38,14,15,12,12,14,13,1,5
"G20017300059001","2010","2","4","Kansas","20","Sedgwick County","173",,,"005900","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1639,1639,1639,1639,0,0,0,1639,1357,1028,136,37,34,0,2,120,282,139,8,5,1,0,101,28,1639,777,107,97,67,34,18,12,9,47,72,46,52,49,35,35,25,10,17,8,10,11,7,4,5,862,117,81,59,34,24,15,15,57,79,62,49,50,42,31,46,11,21,16,14,18,10,8,3
"G20017300059002","2010","2","4","Kansas","20","Sedgwick County","173",,,"005900","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1942,1942,1942,1942,0,0,0,1942,1734,1353,131,13,122,8,3,104,208,93,1,4,0,0,86,24,1942,937,67,70,50,34,27,15,8,32,71,55,48,71,59,75,73,27,39,14,25,28,16,16,17,1005,88,80,75,38,19,19,6,38,74,58,52,63,68,75,68,21,39,16,20,24,30,18,16
"G20017300059003","2010","2","4","Kansas","20","Sedgwick County","173",,,"005900","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,865,865,865,865,0,0,0,865,590,488,33,7,21,0,0,41,275,128,0,11,0,0,110,26,865,422,63,37,36,16,10,3,5,24,44,30,28,19,14,21,22,11,13,4,6,6,5,3,2,443,51,47,32,22,7,5,9,19,35,36,31,27,21,19,30,10,18,5,1,7,6,2,3
"G20017300060001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006000","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,893,893,893,893,0,0,0,893,675,491,94,15,50,0,1,24,218,91,13,0,0,0,108,6,893,439,44,45,18,14,12,8,4,21,38,36,22,17,34,27,35,11,13,5,4,10,13,6,2,454,42,30,30,18,13,5,6,32,34,24,22,25,32,24,39,7,6,6,4,19,16,6,14
"G20017300060002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006000","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,726,726,726,726,0,0,0,726,606,444,67,21,15,1,3,55,120,35,0,4,1,0,63,17,726,366,38,25,32,15,8,6,6,8,27,33,27,22,21,33,27,3,10,5,5,6,5,3,1,360,41,28,24,8,5,3,5,17,39,31,24,16,20,29,19,7,6,6,7,6,8,6,5
"G20017300060003","2010","2","4","Kansas","20","Sedgwick County","173",,,"006000","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1018,1018,1018,1018,0,0,0,1018,757,290,281,6,122,0,0,58,261,142,1,5,8,0,94,11,1018,482,60,73,54,30,9,2,7,19,27,30,30,28,31,20,25,6,3,3,6,4,6,6,3,536,69,59,60,25,14,9,3,18,58,32,39,29,24,31,21,5,8,3,1,10,8,6,4
"G20017300060004","2010","2","4","Kansas","20","Sedgwick County","173",,,"006000","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,739,739,739,739,0,0,0,739,603,314,81,17,145,0,0,46,136,64,0,7,0,0,45,20,739,376,25,30,33,13,10,4,1,21,28,22,26,21,24,28,18,7,11,7,4,17,11,8,7,363,32,26,22,16,14,2,3,14,22,25,23,15,19,26,18,10,9,6,10,17,15,8,11
"G20017300060005","2010","2","4","Kansas","20","Sedgwick County","173",,,"006000","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,1315,1315,1315,1315,0,0,0,1315,1003,785,117,7,51,0,0,43,312,131,10,6,0,0,150,15,1315,632,71,59,50,21,17,4,4,24,46,49,39,46,43,35,34,9,14,4,11,16,15,14,7,683,62,52,44,21,16,11,9,28,48,54,40,39,42,39,30,16,14,13,20,16,21,30,18
"G20017300061001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006100","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1041,1041,1041,1041,0,0,0,1041,607,462,62,13,15,0,4,51,434,150,10,4,0,0,253,17,1041,515,59,49,37,21,11,5,6,17,34,52,35,26,25,33,32,8,8,6,13,15,11,7,5,526,55,48,42,22,12,9,3,27,43,39,39,22,28,28,26,9,12,17,7,12,14,6,6
"G20017300061002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006100","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,860,860,860,860,0,0,0,860,545,354,75,8,79,0,0,29,315,205,2,14,0,0,86,8,860,442,54,43,37,19,13,7,5,25,33,38,25,27,22,28,28,6,6,2,3,4,7,7,3,418,42,44,36,26,6,2,4,22,37,28,30,19,21,20,20,10,10,3,8,6,6,11,7
"G20017300061003","2010","2","4","Kansas","20","Sedgwick County","173",,,"006100","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1028,1028,1028,1028,0,0,0,1028,801,615,65,13,65,0,5,38,227,117,1,2,0,0,97,10,1028,504,43,43,39,29,12,7,5,15,40,42,40,31,24,30,29,9,11,3,9,12,12,11,8,524,45,58,45,19,11,7,6,23,34,38,24,28,33,35,24,9,10,5,10,14,19,19,8
"G20017300062001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006200","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,555,555,555,555,0,0,0,555,467,308,109,11,12,0,0,27,88,34,4,5,0,0,37,8,555,261,37,16,19,5,7,4,0,12,15,19,19,19,20,21,14,4,3,6,1,3,4,6,7,294,24,30,11,10,5,12,6,17,15,22,21,14,11,17,11,9,9,2,13,6,4,11,14
"G20017300062002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006200","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1071,1071,1071,1071,0,0,0,1071,868,646,114,7,76,0,0,25,203,111,0,7,0,0,74,11,1071,510,49,35,31,20,6,0,3,14,41,34,23,28,48,33,34,8,21,8,13,17,14,15,15,561,35,29,30,24,8,8,7,21,50,36,29,30,35,36,38,15,25,12,10,16,15,23,29
"G20017300062003","2010","2","4","Kansas","20","Sedgwick County","173",,,"006200","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,859,859,859,859,0,0,0,859,669,402,98,3,145,0,2,19,190,126,3,5,0,0,45,11,859,421,38,39,33,19,11,4,6,25,43,22,24,26,25,29,21,11,6,7,8,10,5,4,5,438,36,30,14,20,11,7,8,16,44,35,18,27,29,31,29,10,6,7,11,11,11,11,16
"G20017300062004","2010","2","4","Kansas","20","Sedgwick County","173",,,"006200","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,669,669,669,669,0,0,0,669,505,329,86,15,50,1,0,24,164,92,0,9,1,0,58,4,669,327,38,39,28,14,7,3,0,23,19,23,14,19,19,19,22,6,7,6,5,4,4,5,3,342,22,28,24,19,7,3,8,14,23,29,21,21,18,21,25,7,10,2,2,10,4,8,16
"G20017300063001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006300","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,863,863,863,863,0,0,0,863,778,622,83,4,40,0,0,29,85,34,1,5,0,0,34,11,863,335,19,26,13,11,4,0,3,8,26,27,20,13,17,20,29,6,4,3,3,6,9,18,50,528,38,29,17,18,5,3,4,16,27,26,24,15,21,23,25,5,6,7,9,11,31,42,126
"G20017300063002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006300","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1271,1271,1271,1271,0,0,0,1271,1116,853,166,2,43,1,0,51,155,68,0,4,0,0,66,17,1271,548,43,44,22,20,10,6,7,32,59,41,36,25,34,45,34,5,20,7,11,16,14,11,6,723,39,42,34,11,7,6,10,19,52,49,32,23,36,48,39,12,18,16,24,40,48,45,73
"G20017300064001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006400","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1014,1014,1014,1014,0,0,0,1014,862,724,71,5,28,0,4,30,152,63,1,6,0,0,74,8,1014,500,31,37,35,12,11,9,8,17,42,39,32,39,24,34,36,7,12,12,15,12,12,12,12,514,43,37,25,17,8,2,4,14,49,30,26,35,30,45,32,11,16,12,11,16,19,18,14
"G20017300064002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006400","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,718,718,718,718,0,0,0,718,642,424,101,15,69,0,0,33,76,33,1,0,0,0,38,4,718,348,24,24,24,11,9,6,5,16,31,26,18,26,20,25,27,6,7,9,4,6,12,5,7,370,29,27,26,12,11,4,4,12,28,28,21,25,24,21,33,5,13,2,10,5,11,11,8
"G20017300065001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006500","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,726,726,726,726,0,0,0,726,528,223,156,13,114,0,0,22,198,127,10,4,0,0,44,13,726,400,35,46,23,16,11,4,9,24,31,27,22,21,38,19,21,10,10,4,8,8,8,4,1,326,44,24,24,12,9,7,6,25,27,20,16,21,23,21,14,5,6,6,3,4,1,5,3
"G20017300065002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006500","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1248,1248,1248,1248,0,0,0,1248,510,235,29,6,193,0,0,47,738,512,1,5,4,0,197,19,1248,646,85,86,59,37,20,7,11,24,46,50,44,48,32,28,29,10,8,6,7,5,2,1,1,602,73,68,65,31,18,7,7,27,55,41,39,34,40,33,21,7,10,4,5,5,5,3,4
"G20017300065003","2010","2","4","Kansas","20","Sedgwick County","173",,,"006500","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1340,1340,1340,1340,0,0,0,1340,534,253,48,11,170,2,3,47,806,558,6,4,6,0,192,40,1340,691,94,93,67,26,23,8,13,32,61,70,50,42,32,29,19,9,5,1,6,5,2,1,3,649,97,66,74,35,19,6,11,29,69,62,43,29,26,26,20,5,5,3,6,9,3,5,1
"G20017300065004","2010","2","4","Kansas","20","Sedgwick County","173",,,"006500","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1069,1069,1069,1069,0,0,0,1069,489,241,57,8,143,2,3,35,580,349,10,4,0,0,200,17,1069,547,81,66,41,30,14,13,8,30,47,38,44,32,29,16,19,4,12,4,8,3,3,1,4,522,81,60,42,26,17,12,14,21,48,38,40,29,23,21,12,3,5,6,6,8,4,1,5
"G20017300066001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006600","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,868,868,868,868,0,0,0,868,773,388,288,9,29,3,3,53,95,63,5,2,0,0,19,6,868,415,76,35,21,17,12,3,7,28,60,30,18,25,26,22,12,4,7,3,0,3,4,1,1,453,49,51,16,8,9,16,9,38,65,48,20,25,34,22,17,5,4,4,3,5,3,0,2
"G20017300066002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006600","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1830,1830,1781,1781,0,49,0,1830,1615,1244,221,9,42,10,2,87,215,150,11,3,3,0,28,20,1830,1015,147,99,62,22,61,83,70,145,136,68,59,35,10,6,3,1,0,2,1,1,1,3,0,815,133,96,66,17,33,33,40,98,112,71,55,26,11,8,7,2,0,0,2,1,3,1,0
"G20017300067001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006700","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1008,1008,1008,1008,0,0,0,1008,879,557,224,6,46,4,0,42,129,42,4,10,1,0,66,6,1008,523,36,28,27,22,6,11,11,37,73,37,24,40,37,47,27,20,9,6,3,3,9,5,5,485,49,38,23,16,16,12,5,41,51,28,24,27,30,43,26,7,11,3,5,14,5,3,8
"G20017300067002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006700","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1342,1342,1342,1342,0,0,0,1342,1018,635,232,8,91,1,0,51,324,109,6,7,0,0,186,16,1342,664,53,53,32,29,15,6,11,37,65,65,39,41,36,59,46,5,12,8,12,11,8,10,11,678,87,62,37,19,13,5,12,40,79,51,33,27,45,46,31,6,16,8,9,7,19,12,14
"G20017300068001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006800","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,404,404,404,404,0,0,0,404,278,137,99,2,10,0,0,30,126,28,9,4,0,0,65,20,404,202,26,19,17,7,13,6,2,15,19,16,12,13,8,5,6,2,5,4,5,0,1,0,1,202,36,14,16,11,8,3,5,11,23,16,17,15,7,5,7,2,1,1,2,0,0,0,2
"G20017300068002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006800","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1086,1086,1086,1086,0,0,0,1086,907,417,422,7,17,0,2,42,179,50,5,0,0,0,100,24,1086,421,65,47,29,8,15,9,10,30,29,30,13,15,25,16,10,2,9,7,10,7,8,15,12,665,83,31,27,12,18,18,20,54,52,37,22,24,27,30,31,14,18,16,16,32,30,25,28
"G20017300068003","2010","2","4","Kansas","20","Sedgwick County","173",,,"006800","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,630,630,630,630,0,0,0,630,296,131,105,4,22,2,2,30,334,94,1,0,3,0,222,14,630,338,43,31,22,8,11,9,3,20,28,35,27,26,18,16,20,5,1,3,2,3,3,3,1,292,41,25,18,11,13,2,8,18,34,27,19,23,14,14,5,3,4,2,3,3,4,1,0
"G20017300068004","2010","2","4","Kansas","20","Sedgwick County","173",,,"006800","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1215,1215,1215,1215,0,0,0,1215,945,655,166,13,46,0,0,65,270,125,5,9,0,0,87,44,1215,581,56,48,51,22,19,6,4,22,41,58,31,28,32,30,31,8,19,10,13,14,19,9,10,634,53,48,48,24,18,7,6,32,51,45,47,23,33,31,38,17,20,6,14,21,21,20,11
"G20017300068005","2010","2","4","Kansas","20","Sedgwick County","173",,,"006800","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,767,767,767,767,0,0,0,767,525,350,99,6,44,0,1,25,242,90,5,12,2,0,122,11,767,374,35,26,25,25,10,6,4,18,24,28,32,25,19,23,21,5,11,3,5,12,8,5,4,393,36,31,29,20,9,3,3,19,33,29,27,22,18,28,21,6,8,5,8,12,11,9,6
"G20017300069001","2010","2","4","Kansas","20","Sedgwick County","173",,,"006900","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1192,1192,1192,1192,0,0,0,1192,989,682,185,9,43,6,2,62,203,94,11,0,4,0,85,9,1192,559,60,45,38,25,10,3,4,27,65,56,39,32,36,29,24,9,13,5,3,8,10,7,11,633,68,57,40,24,9,3,5,29,73,54,38,27,37,35,37,17,12,3,7,17,14,12,15
"G20017300069002","2010","2","4","Kansas","20","Sedgwick County","173",,,"006900","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,727,727,727,727,0,0,0,727,561,383,109,4,30,1,0,34,166,74,8,0,0,0,70,14,727,354,41,28,27,8,14,7,4,22,28,27,20,20,23,28,13,4,5,3,3,7,10,5,7,373,26,28,15,17,12,5,3,22,36,28,20,19,30,28,16,3,8,5,7,14,8,9,14
"G20017300069003","2010","2","4","Kansas","20","Sedgwick County","173",,,"006900","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,825,825,825,825,0,0,0,825,606,348,173,9,46,0,0,30,219,55,5,0,0,0,133,26,825,422,56,33,42,16,15,7,7,21,46,31,24,24,21,23,21,3,7,1,4,5,7,7,1,403,44,37,31,7,4,7,5,32,35,31,17,26,24,19,19,6,9,10,10,10,8,9,3
"G20017300070001","2010","2","4","Kansas","20","Sedgwick County","173",,,"007000","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,969,969,969,969,0,0,0,969,727,407,226,10,18,13,1,52,242,92,10,4,0,0,111,25,969,510,63,57,27,21,8,14,6,24,56,44,33,36,32,26,18,9,7,5,6,3,9,2,4,459,49,48,27,12,10,8,6,28,59,46,25,29,23,29,12,8,7,3,4,13,5,1,7
"G20017300070002","2010","2","4","Kansas","20","Sedgwick County","173",,,"007000","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,724,724,724,724,0,0,0,724,618,305,227,3,34,0,4,45,106,27,8,3,0,0,52,16,724,344,41,24,24,13,8,8,9,14,32,31,14,21,19,19,26,7,2,11,5,7,2,3,4,380,38,39,22,9,14,7,8,19,36,41,20,18,14,27,16,9,14,6,11,2,6,1,3
"G20017300070003","2010","2","4","Kansas","20","Sedgwick County","173",,,"007000","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,2001,2001,2001,2001,0,0,0,2001,1763,996,526,25,89,9,6,112,238,108,15,4,1,1,86,23,2001,944,100,71,59,42,27,15,20,56,103,76,45,49,50,53,55,15,14,9,17,18,22,14,14,1057,109,83,66,39,21,18,22,68,120,70,58,51,52,59,55,16,20,14,20,29,27,21,19
"G20017300071011","2010","2","4","Kansas","20","Sedgwick County","173",,,"007101","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1271,1271,1271,1271,0,0,0,1271,1112,756,200,12,104,0,0,40,159,81,0,8,0,0,56,14,1271,616,55,53,41,21,10,7,8,32,64,44,44,33,34,34,32,12,13,11,8,10,11,22,17,655,48,49,45,20,14,7,11,26,69,38,46,43,28,45,37,13,14,9,14,13,28,13,25
"G20017300071012","2010","2","4","Kansas","20","Sedgwick County","173",,,"007101","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,958,958,958,958,0,0,0,958,843,498,239,11,33,3,2,57,115,68,9,1,0,0,21,16,958,434,63,41,27,24,12,10,5,28,61,38,21,17,12,20,22,4,0,2,5,8,7,4,3,524,71,45,30,13,18,15,21,41,78,32,33,15,25,17,23,1,5,5,6,8,9,7,6
"G20017300071021","2010","2","4","Kansas","20","Sedgwick County","173",,,"007102","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1458,1458,1458,1458,0,0,0,1458,1326,750,389,21,111,7,4,44,132,65,5,6,3,0,33,20,1458,730,63,37,32,20,21,22,18,72,102,60,49,38,49,44,26,13,15,5,7,14,11,5,7,728,58,41,33,19,33,18,22,69,90,53,43,38,46,33,33,4,13,11,15,15,15,11,15
