GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017,H76001,H76002,H76003,H76004,H76005,H76006,H76007,H76008,H76009,H76010,H76011,H76012,H76013,H76014,H76015,H76016,H76017,H76018,H76019,H76020,H76021,H76022,H76023,H76024,H76025,H76026,H76027,H76028,H76029,H76030,H76031,H76032,H76033,H76034,H76035,H76036,H76037,H76038,H76039,H76040,H76041,H76042,H76043,H76044,H76045,H76046,H76047,H76048,H76049
"G20011307887001","2010","2","4","Kansas","20","McPherson County","113",,,"788700","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,786,786,0,0,0,786,0,786,775,754,6,6,0,0,0,9,11,10,0,0,0,0,1,0,786,406,30,31,31,21,13,5,3,10,25,19,16,22,29,40,29,11,17,15,7,8,10,12,2,380,31,22,26,17,8,2,1,14,25,19,15,25,30,40,23,10,18,8,5,12,17,8,4
"G20011307887002","2010","2","4","Kansas","20","McPherson County","113",,,"788700","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,1467,1467,0,0,0,1467,0,1467,1422,1378,1,5,4,0,0,34,45,34,0,0,0,0,10,1,1467,698,33,49,56,47,19,7,4,22,34,30,35,43,32,50,45,8,14,11,19,25,21,33,61,769,40,46,48,27,23,2,6,15,40,33,30,43,51,40,40,12,14,15,19,36,40,55,94
"G20011307887003","2010","2","4","Kansas","20","McPherson County","113",,,"788700","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,1803,1803,0,0,0,1803,0,1803,1759,1740,3,5,2,0,2,7,44,17,0,7,0,0,19,1,1803,874,59,54,66,40,23,10,5,23,43,42,42,44,60,72,65,21,31,20,23,32,34,27,38,929,56,62,50,26,18,9,6,23,49,45,44,49,66,58,64,24,32,26,26,35,49,43,69
"G20011307887004","2010","2","4","Kansas","20","McPherson County","113",,,"788700","4",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 4",,821,821,0,0,0,821,0,821,791,771,4,2,1,0,1,12,30,15,1,0,0,0,4,10,821,353,24,20,27,16,6,4,4,2,18,20,22,21,15,17,17,13,16,3,11,7,13,13,44,468,23,16,31,20,13,1,4,4,21,20,17,17,24,19,30,10,14,13,9,16,20,38,88
"G20011307887005","2010","2","4","Kansas","20","McPherson County","113",,,"788700","5",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 5",,1179,1179,0,0,0,1179,0,1179,1160,1145,4,1,2,0,0,8,19,14,0,0,0,1,4,0,1179,613,37,48,27,33,13,6,5,13,25,25,29,25,62,70,56,18,27,18,18,17,21,14,6,566,22,35,33,20,16,9,4,19,24,23,25,27,61,63,54,19,19,14,14,25,19,10,11
"G20011504895001","2010","2","4","Kansas","20","Marion County","115",,,"489500","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,617,617,0,0,0,617,0,617,611,598,3,4,0,0,1,5,6,6,0,0,0,0,0,0,617,328,19,27,32,22,4,3,1,9,16,14,16,16,24,22,25,17,10,8,11,8,10,6,8,289,18,22,18,8,3,2,2,10,13,8,17,16,27,17,24,7,13,5,8,16,18,12,5
"G20011504895002","2010","2","4","Kansas","20","Marion County","115",,,"489500","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1187,1187,0,0,0,1187,0,1187,1142,1095,0,13,2,0,0,32,45,27,0,3,1,0,11,3,1187,619,33,49,55,35,12,5,3,11,34,25,25,42,47,55,40,23,20,16,18,22,21,16,12,568,36,33,60,19,8,1,4,13,26,29,31,35,48,49,31,14,14,12,20,25,27,15,18
"G20011504896001","2010","2","4","Kansas","20","Marion County","115",,,"489600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,966,966,0,0,0,966,0,966,949,939,3,1,2,0,0,4,17,5,0,0,0,0,12,0,966,486,25,29,42,28,10,5,0,11,19,24,20,27,41,48,45,13,19,12,17,28,12,6,5,480,27,38,35,30,8,4,5,7,17,20,20,27,44,51,39,8,18,7,20,30,14,9,2
"G20011504896002","2010","2","4","Kansas","20","Marion County","115",,,"489600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1004,1004,987,0,987,17,0,1004,959,920,22,3,3,0,1,10,45,26,3,1,0,0,10,5,1004,457,19,27,33,19,17,18,30,54,23,15,14,23,31,34,29,5,10,4,5,13,12,14,8,547,18,24,24,15,68,54,59,36,15,19,19,20,23,36,15,9,9,4,11,18,15,19,17
"G20011504896003","2010","2","4","Kansas","20","Marion County","115",,,"489600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,970,970,799,0,799,171,0,970,945,917,12,1,1,1,4,9,25,11,0,1,0,0,10,3,970,500,27,29,22,14,72,30,21,23,17,13,19,15,19,25,16,5,14,10,11,19,15,24,40,470,23,17,22,21,1,2,1,17,12,16,20,16,30,26,21,11,13,7,9,19,25,45,96
"G20011504896004","2010","2","4","Kansas","20","Marion County","115",,,"489600","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,1092,1092,1029,0,1029,63,0,1092,1066,1012,15,3,2,3,0,31,26,17,0,1,1,0,2,5,1092,537,46,35,28,20,10,8,15,29,31,35,37,28,35,37,38,18,15,5,9,16,17,14,11,555,45,31,31,21,12,2,8,19,39,34,34,30,41,39,44,11,12,7,16,22,20,20,17
"G20011504897001","2010","2","4","Kansas","20","Marion County","115",,,"489700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1248,1248,0,0,0,1248,0,1248,1236,1221,0,6,1,0,0,8,12,5,5,0,0,0,2,0,1248,627,43,48,33,32,16,4,3,11,21,27,30,35,50,40,46,25,22,20,28,37,24,19,13,621,26,40,39,23,7,1,2,9,16,38,32,42,43,37,47,19,31,22,32,30,25,27,33
"G20011504897002","2010","2","4","Kansas","20","Marion County","115",,,"489700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,761,761,0,0,0,761,0,761,749,738,1,0,2,0,0,8,12,10,0,0,0,0,1,1,761,338,8,18,31,15,14,4,5,12,11,14,16,15,32,27,25,7,14,6,13,13,14,15,9,423,14,14,24,23,8,3,3,11,9,14,18,28,27,31,25,7,16,12,12,32,22,30,40
"G20011504897003","2010","2","4","Kansas","20","Marion County","115",,,"489700","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,785,785,0,0,0,785,0,785,764,741,8,5,0,1,0,9,21,4,0,1,0,0,12,4,785,407,21,27,36,15,7,4,3,8,18,22,12,30,29,39,37,11,25,13,13,18,13,3,3,378,16,24,33,19,10,4,2,6,11,19,17,20,34,32,30,10,22,12,11,17,15,8,6
"G20011504898001","2010","2","4","Kansas","20","Marion County","115",,,"489800","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1069,1069,0,0,0,1069,0,1069,1039,992,14,9,5,1,2,16,30,19,0,0,0,0,6,5,1069,541,23,31,32,36,19,3,1,9,19,20,21,33,43,49,49,10,27,18,27,21,15,20,15,528,22,30,33,19,12,3,6,11,17,22,22,37,36,46,44,7,30,7,20,27,25,29,23
"G20011504898002","2010","2","4","Kansas","20","Marion County","115",,,"489800","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1151,1151,0,0,0,1151,0,1151,1135,1115,1,3,4,0,1,11,16,11,0,0,0,0,4,1,1151,588,37,44,25,36,20,1,7,19,30,26,20,21,48,53,53,13,14,15,15,25,24,19,23,563,24,32,29,19,11,5,5,6,24,28,18,24,51,51,48,8,27,11,17,26,22,32,45
"G20011504898003","2010","2","4","Kansas","20","Marion County","115",,,"489800","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,551,551,0,0,0,551,0,551,530,508,6,4,1,0,0,11,21,12,0,0,0,0,5,4,551,280,11,17,22,16,4,4,2,6,11,14,15,19,22,30,15,12,6,9,11,15,13,4,2,271,17,16,13,9,7,2,2,7,11,10,16,15,20,27,17,21,12,6,7,14,10,4,8
"G20011504898004","2010","2","4","Kansas","20","Marion County","115",,,"489800","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,671,671,0,0,0,671,0,671,662,648,4,4,2,1,0,3,9,2,1,0,0,0,4,2,671,360,20,26,29,17,7,7,1,9,26,17,14,17,34,31,20,6,19,6,5,18,13,14,4,311,21,22,15,9,8,0,0,10,30,8,12,27,29,22,11,6,16,8,12,18,7,12,8
"G20011504898005","2010","2","4","Kansas","20","Marion County","115",,,"489800","5",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 5",,588,588,0,0,0,588,0,588,577,548,6,7,0,0,0,16,11,7,0,0,0,0,3,1,588,304,26,17,23,17,6,2,0,7,13,18,12,24,23,29,26,4,12,5,5,15,11,4,5,284,12,15,16,15,7,3,2,11,14,10,23,15,18,24,25,10,10,10,11,11,11,6,5
"G20011700407011","2010","2","4","Kansas","20","Marshall County","117",,,"040701","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,923,923,0,0,0,923,0,923,906,884,3,1,0,0,0,18,17,14,0,1,0,0,1,1,923,482,24,29,29,22,11,3,4,14,27,22,17,21,34,44,52,17,15,10,21,23,19,15,9,441,33,19,21,23,11,4,4,10,26,19,13,15,35,44,43,8,13,16,9,24,21,14,16
"G20011700407012","2010","2","4","Kansas","20","Marshall County","117",,,"040701","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,899,899,0,0,0,899,0,899,887,877,4,0,1,0,0,5,12,8,0,0,0,0,0,4,899,436,27,30,31,10,7,5,3,10,26,28,16,26,23,36,32,8,15,10,12,16,13,18,34,463,26,32,24,11,13,3,4,7,24,24,27,17,28,39,35,11,8,13,15,15,29,22,36
"G20011700605101","2010","2","4","Kansas","20","Marshall County","117",,,"060510","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1094,1094,465,0,465,629,0,1094,1066,1045,3,1,2,0,0,15,28,12,0,0,1,0,15,0,1094,523,34,39,26,17,13,3,2,14,22,27,29,28,42,50,49,9,26,7,12,17,21,20,16,571,37,30,39,16,9,5,5,11,31,23,22,27,49,39,50,22,17,15,12,27,19,17,49
"G20011700605102","2010","2","4","Kansas","20","Marshall County","117",,,"060510","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1734,1734,1732,0,1732,2,0,1734,1700,1664,3,4,14,0,0,15,34,29,0,0,0,0,5,0,1734,843,62,82,63,28,17,10,11,30,45,61,38,52,61,52,50,19,20,20,18,34,23,25,22,891,57,57,58,31,18,10,5,29,49,50,46,49,72,54,67,11,25,15,23,36,48,36,45
"G20011700605103","2010","2","4","Kansas","20","Marshall County","117",,,"060510","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,753,753,740,0,740,13,0,753,729,706,5,1,4,0,0,13,24,13,0,0,0,0,8,3,753,361,34,22,25,5,4,4,2,11,36,26,21,15,30,29,20,14,10,8,8,11,12,7,7,392,28,23,21,15,6,6,4,13,30,17,18,15,28,23,25,7,14,10,9,19,17,17,27
"G20011700701821","2010","2","4","Kansas","20","Marshall County","117",,,"070182","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,521,521,0,0,0,521,0,521,503,494,1,0,1,3,0,4,18,4,0,5,0,0,4,5,521,267,9,14,15,18,7,2,2,1,18,8,12,16,21,33,20,5,11,7,8,15,13,7,5,254,6,18,16,15,5,3,0,2,12,13,9,16,21,27,16,7,9,8,13,18,10,5,5
"G20011700701822","2010","2","4","Kansas","20","Marshall County","117",,,"070182","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,773,773,0,0,0,773,0,773,758,748,2,0,0,0,1,7,15,14,0,1,0,0,0,0,773,371,22,27,25,16,7,1,1,12,22,22,15,22,31,30,29,3,6,15,15,21,8,7,14,402,39,29,26,14,5,2,1,12,28,21,21,19,28,21,24,10,12,10,17,15,12,19,17
"G20011700701823","2010","2","4","Kansas","20","Marshall County","117",,,"070182","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1067,1067,0,0,0,1067,0,1067,1053,1029,3,11,0,0,0,10,14,8,0,0,0,0,6,0,1067,507,37,35,31,19,10,4,1,12,36,19,39,21,31,36,39,9,25,14,17,23,19,18,12,560,56,44,26,17,7,2,3,11,36,24,29,29,39,34,36,16,16,12,15,26,25,21,36
"G20011700901861","2010","2","4","Kansas","20","Marshall County","117",,,"090186","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,790,790,0,0,0,790,0,790,769,753,1,4,0,0,1,10,21,15,1,0,0,0,4,1,790,406,16,23,25,18,9,2,3,15,17,27,25,18,39,40,31,15,15,5,9,21,13,13,7,384,23,26,32,15,6,4,1,10,15,15,18,27,32,36,23,12,15,8,12,10,20,16,8
"G20011700901862","2010","2","4","Kansas","20","Marshall County","117",,,"090186","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,734,734,0,0,0,734,0,734,730,724,0,4,0,0,0,2,4,3,0,0,0,0,1,0,734,387,20,23,21,13,6,7,5,13,19,16,18,17,33,47,37,9,14,5,7,23,13,15,6,347,14,16,14,18,7,2,1,4,10,19,17,18,35,45,28,8,12,9,16,17,21,11,5
"G20011700901863","2010","2","4","Kansas","20","Marshall County","117",,,"090186","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,829,829,0,0,0,829,0,829,823,803,1,0,0,0,0,19,6,2,0,0,0,0,4,0,829,420,28,22,32,17,7,5,3,16,17,24,17,19,29,44,43,10,13,6,8,17,19,14,10,409,23,27,38,18,6,0,5,7,25,19,14,25,31,37,24,8,13,6,9,14,28,13,19
"G20011909666001","2010","2","4","Kansas","20","Meade County","119",,,"966600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,697,697,0,0,0,697,0,697,642,624,4,7,1,0,4,2,55,30,0,0,0,0,17,8,697,360,27,19,30,25,8,2,5,9,19,15,11,30,26,29,28,7,8,13,10,19,12,6,2,337,21,22,33,27,7,1,3,11,15,12,24,30,29,29,21,5,7,8,5,9,12,4,2
"G20011909666002","2010","2","4","Kansas","20","Meade County","119",,,"966600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1182,1182,0,0,0,1182,0,1182,767,736,3,12,5,0,0,11,415,307,0,1,0,0,97,10,1182,615,70,56,66,29,25,7,4,17,30,36,42,44,32,38,34,15,11,6,4,15,20,9,5,567,50,42,52,39,10,5,10,22,37,32,45,38,39,36,34,4,12,3,7,19,14,10,7
"G20011909666003","2010","2","4","Kansas","20","Meade County","119",,,"966600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,872,872,0,0,0,872,0,872,779,749,6,1,4,0,1,18,93,52,0,3,1,0,34,3,872,434,36,28,35,26,13,5,6,2,17,25,21,24,33,34,32,10,11,5,11,17,18,11,14,438,24,22,40,27,5,4,1,6,15,25,29,34,30,25,26,5,12,6,14,16,26,24,22
"G20011909667001","2010","2","4","Kansas","20","Meade County","119",,,"966700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1824,1824,0,0,0,1824,0,1824,1711,1652,18,11,8,0,2,20,113,92,0,0,0,0,17,4,1824,915,74,61,87,41,20,5,12,28,44,58,38,55,59,61,70,22,27,12,13,39,34,19,36,909,38,70,71,40,16,4,3,28,38,56,40,52,58,68,50,23,27,15,30,37,47,43,55
"G20012101001001","2010","2","4","Kansas","20","Miami County","121",,,"100100","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1563,1563,14,0,14,1549,0,1563,1533,1468,16,10,11,0,1,27,30,15,0,0,0,0,12,3,1563,797,30,60,79,37,23,7,3,14,25,18,41,49,70,91,88,33,23,16,24,30,18,9,9,766,21,58,60,37,16,6,7,20,17,22,42,62,81,87,72,35,28,10,23,33,11,13,5
"G20012101001002","2010","2","4","Kansas","20","Miami County","121",,,"100100","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1416,1416,0,0,0,1416,0,1416,1399,1372,10,4,2,2,3,6,17,7,0,3,0,0,7,0,1416,726,20,51,71,44,16,6,4,16,17,22,28,60,76,81,58,17,48,18,21,29,13,7,3,690,30,44,57,34,19,4,2,7,16,26,50,51,69,80,56,32,37,13,16,24,10,8,5
"G20012101001003","2010","2","4","Kansas","20","Miami County","121",,,"100100","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,602,602,0,0,0,602,0,602,597,581,5,3,2,0,0,6,5,5,0,0,0,0,0,0,602,301,8,16,23,13,5,1,2,6,10,11,23,24,34,36,24,11,7,4,15,12,10,5,1,301,11,15,25,17,9,3,1,4,7,13,14,30,26,35,24,11,9,7,10,16,6,3,5
"G20012101002001","2010","2","4","Kansas","20","Miami County","121",,,"100200","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1636,1636,1636,0,1636,0,0,1636,1570,1495,19,7,8,0,1,40,66,38,3,2,1,0,11,11,1636,836,91,81,88,49,17,9,4,23,56,77,87,64,57,47,29,9,10,4,15,10,4,2,3,800,67,69,66,40,17,6,4,21,72,77,92,61,62,36,26,13,12,4,14,7,15,16,3
"G20012101002002","2010","2","4","Kansas","20","Miami County","121",,,"100200","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1988,1988,0,0,0,1988,0,1988,1944,1885,12,10,14,0,0,23,44,30,1,0,0,0,11,2,1988,1012,59,88,84,45,14,11,6,26,34,42,60,80,104,114,73,26,38,17,24,30,19,11,7,976,49,80,73,44,23,4,2,16,45,46,60,86,104,101,82,23,26,17,24,23,25,14,9
"G20012101002003","2010","2","4","Kansas","20","Miami County","121",,,"100200","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,791,791,738,0,738,53,0,791,754,710,21,0,8,0,1,14,37,22,0,1,0,1,4,9,791,395,47,50,23,19,10,1,0,4,23,45,37,37,18,14,13,2,7,2,7,13,5,8,10,396,41,33,20,23,4,2,0,3,20,53,37,24,13,17,14,8,8,3,5,14,10,20,24
"G20012101003001","2010","2","4","Kansas","20","Miami County","121",,,"100300","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1181,1181,2,0,2,1179,0,1181,1155,1125,3,9,7,0,0,11,26,12,0,1,0,0,10,3,1181,595,19,38,58,28,23,4,6,10,21,18,20,46,68,52,60,21,20,15,17,22,11,9,9,586,21,35,67,32,14,3,9,16,17,12,21,50,68,57,56,21,14,8,24,18,9,5,9
"G20012101003002","2010","2","4","Kansas","20","Miami County","121",,,"100300","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,934,934,814,0,814,120,0,934,904,867,10,8,5,0,0,14,30,27,0,0,0,0,3,0,934,463,51,45,39,22,11,1,2,12,31,38,49,30,27,34,21,7,5,6,7,8,11,6,0,471,31,42,36,16,9,1,4,12,36,40,36,35,37,36,18,6,10,9,14,17,18,5,3
"G20012101003003","2010","2","4","Kansas","20","Miami County","121",,,"100300","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,685,685,363,0,363,322,0,685,675,666,3,0,2,0,0,4,10,6,0,0,0,0,3,1,685,325,32,35,33,17,7,2,1,6,20,28,38,34,24,16,11,2,6,3,1,4,5,0,0,360,34,34,46,21,13,1,1,9,18,39,32,28,23,16,19,3,6,3,1,6,5,0,2
"G20012101004001","2010","2","4","Kansas","20","Miami County","121",,,"100400","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1365,1365,0,0,0,1365,0,1365,1331,1315,1,4,3,0,0,8,34,28,0,0,1,0,4,1,1365,691,40,47,55,35,16,4,8,10,20,26,27,64,65,75,60,24,24,10,26,30,12,7,6,674,28,48,59,34,12,4,3,12,20,30,34,56,64,66,77,20,23,14,22,14,20,8,6
"G20012101004002","2010","2","4","Kansas","20","Miami County","121",,,"100400","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,892,892,892,0,892,0,0,892,867,854,1,3,0,2,0,7,25,21,0,0,0,0,1,3,892,421,51,37,33,15,7,4,7,6,30,47,34,40,26,19,16,9,10,4,2,3,5,7,9,471,40,31,26,16,9,6,4,10,37,32,40,40,22,10,28,9,10,5,5,12,12,20,47
"G20012101004003","2010","2","4","Kansas","20","Miami County","121",,,"100400","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,684,684,684,0,684,0,0,684,647,632,1,2,3,0,0,9,37,20,0,0,0,0,13,4,684,346,22,26,29,9,6,4,4,8,25,28,21,27,30,25,14,6,15,2,7,13,10,8,7,338,28,27,18,8,9,5,1,16,19,21,22,20,31,13,20,7,8,7,7,19,11,10,11
"G20012101004004","2010","2","4","Kansas","20","Miami County","121",,,"100400","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,1183,1183,1175,0,1175,8,0,1183,1146,1116,3,4,1,2,1,19,37,24,0,0,0,0,11,2,1183,555,50,56,55,31,13,4,3,6,37,45,46,38,37,43,24,6,14,14,5,15,7,4,2,628,58,67,58,23,9,1,1,13,36,56,44,54,50,26,27,11,24,15,10,15,14,10,6
"G20012101005001","2010","2","4","Kansas","20","Miami County","121",,,"100500","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1030,1030,0,0,0,1030,0,1030,1018,992,11,1,3,1,0,10,12,8,0,0,0,0,3,1,1030,517,28,35,30,24,18,7,3,10,23,23,31,45,50,40,41,15,13,12,21,26,12,6,4,513,24,27,39,25,11,7,4,9,23,22,24,45,47,46,46,12,15,16,21,22,12,8,8
"G20012101005002","2010","2","4","Kansas","20","Miami County","121",,,"100500","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1026,1026,0,0,0,1026,0,1026,979,946,4,4,1,0,4,20,47,24,0,1,0,0,15,7,1026,531,23,42,42,27,13,7,3,9,13,28,25,47,56,47,47,16,17,6,21,20,12,5,5,495,31,31,44,20,13,0,4,11,9,23,40,35,51,43,37,18,15,9,9,22,10,5,15
"G20012101005003","2010","2","4","Kansas","20","Miami County","121",,,"100500","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1535,1535,0,0,0,1535,0,1535,1516,1475,7,8,8,0,2,16,19,14,1,0,0,0,2,2,1535,784,30,54,62,35,18,11,6,23,22,39,35,45,81,87,77,23,37,12,26,30,16,12,3,751,33,48,45,37,21,8,9,15,24,37,34,50,86,84,64,21,31,12,26,25,20,10,11
"G20012101005004","2010","2","4","Kansas","20","Miami County","121",,,"100500","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,743,743,0,0,0,743,0,743,734,709,5,4,5,0,0,11,9,4,4,0,0,0,1,0,743,382,20,23,32,19,8,4,0,9,13,15,23,23,31,51,30,11,13,8,11,17,10,6,5,361,15,18,29,15,7,5,1,5,19,14,23,23,35,31,29,13,16,4,22,15,11,7,4
"G20012101006011","2010","2","4","Kansas","20","Miami County","121",,,"100601","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,863,863,848,0,848,15,0,863,839,780,35,6,1,0,0,17,24,15,1,1,0,0,4,3,863,437,19,25,47,34,8,5,1,10,21,30,24,23,34,38,30,11,14,11,12,11,13,11,5,426,34,30,32,16,5,1,3,7,24,21,27,26,28,22,29,6,19,12,12,24,22,14,12
"G20012101006012","2010","2","4","Kansas","20","Miami County","121",,,"100601","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1305,1305,1132,0,1132,173,0,1305,1275,1165,39,4,6,0,1,60,30,19,0,2,0,0,7,2,1305,623,51,54,57,38,14,8,8,17,48,46,36,45,47,43,23,12,16,5,17,11,11,10,6,682,71,65,49,31,18,8,5,16,52,44,38,46,62,44,30,13,12,7,14,18,14,12,13
"G20012101006013","2010","2","4","Kansas","20","Miami County","121",,,"100601","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,2620,2620,2610,0,2610,10,0,2620,2546,2444,46,17,7,0,0,32,74,49,0,2,0,0,14,9,2620,1165,77,104,94,47,31,16,17,37,92,74,75,73,80,81,60,24,31,14,21,26,36,29,26,1455,111,117,86,51,32,23,9,58,87,88,71,80,91,96,77,30,42,26,25,47,54,74,80
"G20012101006014","2010","2","4","Kansas","20","Miami County","121",,,"100601","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,694,694,628,0,628,66,0,694,672,632,15,7,1,0,0,17,22,13,0,0,0,0,6,3,694,319,26,28,16,16,8,5,6,21,26,19,32,21,32,23,11,1,3,6,10,4,2,2,1,375,30,28,27,16,14,8,4,23,16,31,26,34,28,18,21,3,6,4,8,9,8,9,4
"G20012101006015","2010","2","4","Kansas","20","Miami County","121",,,"100601","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,616,616,178,0,178,438,0,616,594,584,2,1,1,0,0,6,22,13,5,0,0,0,4,0,616,316,15,22,25,20,6,1,3,8,4,14,17,18,34,26,28,8,15,7,13,8,7,13,4,300,18,21,31,8,4,0,2,5,7,14,22,19,31,26,24,10,11,8,8,11,11,5,4
"G20012101006021","2010","2","4","Kansas","20","Miami County","121",,,"100602","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1854,1854,3,0,3,1851,0,1854,1836,1790,2,14,1,0,0,29,18,17,0,0,0,0,1,0,1854,945,46,63,62,38,30,8,11,22,37,42,43,75,76,95,76,29,48,18,38,31,31,19,7,909,38,60,65,38,15,9,5,13,33,41,54,53,117,83,85,38,34,22,24,29,24,23,6
"G20012101007001","2010","2","4","Kansas","20","Miami County","121",,,"100700","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,891,891,690,0,690,201,0,891,864,775,55,4,6,1,1,22,27,10,0,5,0,0,6,6,891,490,31,37,37,22,14,2,1,20,36,31,30,37,41,39,37,15,13,11,8,7,13,5,3,401,26,18,26,11,3,8,6,22,21,29,28,26,37,31,24,10,12,9,12,14,15,6,7
"G20012101007002","2010","2","4","Kansas","20","Miami County","121",,,"100700","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,500,500,500,0,500,0,0,500,480,455,16,5,0,0,0,4,20,10,0,0,0,0,9,1,500,236,15,16,21,12,2,2,2,9,27,24,20,16,10,18,16,2,4,0,2,6,6,4,2,264,25,30,20,12,7,5,3,11,20,18,16,11,18,24,8,4,7,2,5,6,3,6,3
